Geolocation,Industry Description,Metric,2010,2013,2015,2017,ADM1_CODE
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Employees using computer routinely at work,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Employees using computer with internet connection routinely at work,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for completing forms on-line or sending completed forms,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for downloading or requesting government forms,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for finance accounting and auditing,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for internal or external recruitment,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for making on-line payments to government corporations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for obtaining information from government organizations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for obtaining information from other organizations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for sending or receiving emails,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for sharing or distribution of information with other organizations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for sharing or distribution of information within the establishment,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments which used the internet for staff training,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with Social Media Account,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with business transaction via cellular mobile phone/ smartphone,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with computers and communication equipment,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with e-commerce via network channels other than the internet,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with e-commerce via the internet,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with extranet,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with internet access,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with intranet,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with web presence,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with wide area network,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with wired local area network,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Establishments with wireless local area network,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Number of employees,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Computer programming consultancy & related activities,Number of establishments,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Employees using computer routinely at work,67.4,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Employees using computer with internet connection routinely at work,28.3,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for completing forms on-line or sending completed forms,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for downloading or requesting government forms,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for finance accounting and auditing,33.3,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for internal or external recruitment,33.3,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for making on-line payments to government corporations,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for obtaining information from government organizations,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for obtaining information from other organizations,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for sending or receiving emails,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for sharing or distribution of information with other organizations,100.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for sharing or distribution of information within the establishment,66.7,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments which used the internet for staff training,33.3,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with Social Media Account,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with business transaction via cellular mobile phone/ smartphone,40.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with computers and communication equipment,100.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with e-commerce via network channels other than the internet,20.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with e-commerce via the internet,20.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with extranet,20.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with internet access,60.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with intranet,40.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with web presence,20.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with wide area network,40.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with wired local area network,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Establishments with wireless local area network,20.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Number of employees,46.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Content and media sector,Number of establishments,5.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Employees using computer routinely at work,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Employees using computer with internet connection routinely at work,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for completing forms on-line or sending completed forms,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for downloading or requesting government forms,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for finance accounting and auditing,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for internal or external recruitment,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for making on-line payments to government corporations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for obtaining information from government organizations,0.0,0.0,0.0,0.0,PH150000000
Autonomous Region in Muslim Mindanao (ARMM),Data processing hosting & related activities; web portals,Establishments which used the internet for obtaining information from other organizations,0.0,0.0,0.0,0.0,PH150000000
