Geolocation,Commodity Description,2018,2019,2020,2021,2022,2023,ADM2_PCODE
Quirino,cpi_education_services,100.0,112.733333333333,119.5,118.716666666667,118.866666666667,..,PH025700000
Quirino,cpi_restaurants_accommodation_services,100.0,103.283333333333,109.783333333333,127.6,130.266666666667,..,PH025700000
Quirino,cpi_financial_services,100.0,100.0,100.0,145.0,160.0,..,PH025700000
Quirino,cpi_personal_care_miscellaneous_goods_services,100.0,103.05,104.783333333333,107.666666666667,110.858333333333,..,PH025700000
Bataan,cpi_food_non-alcoholic_beverages,100.0,102.483333333333,106.983333333333,113.725,122.5,..,PH030800000
Bataan,cpi_alcoholic_beverages_tobacco,100.0,106.466666666667,110.625,119.241666666667,139.208333333333,..,PH030800000
Bataan,cpi_clothing_footwear,100.0,101.858333333333,105.225,110.25,115.8,..,PH030800000
Bataan,cpi_housing_water_electricity_gas_other_fuels,100.0,103.975,101.633333333333,107.133333333333,124.866666666667,..,PH030800000
Bataan,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,101.15,103.475,106.066666666667,112.4,..,PH030800000
Bataan,cpi_health,100.0,103.258333333333,108.266666666667,115.483333333333,118.775,..,PH030800000
Bataan,cpi_transport,100.0,100.283333333333,104.925,123.75,137.766666666667,..,PH030800000
Bataan,cpi_information_communication,100.0,99.9916666666667,100.2,101.016666666667,103.233333333333,..,PH030800000
Bataan,cpi_recreation_sport_culture,100.0,104.816666666667,104.008333333333,101.166666666667,104.183333333333,..,PH030800000
Bataan,cpi_education_services,100.0,106.341666666667,111.0,113.2,114.283333333333,..,PH030800000
Bataan,cpi_restaurants_accommodation_services,100.0,102.2,105.633333333333,111.358333333333,118.008333333333,..,PH030800000
Bataan,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH030800000
Bataan,cpi_personal_care_miscellaneous_goods_services,100.0,101.483333333333,103.691666666667,108.408333333333,115.0,..,PH030800000
Bulacan,cpi_food_non-alcoholic_beverages,100.0,101.341666666667,104.533333333333,109.275,113.85,..,PH031400000
Bulacan,cpi_alcoholic_beverages_tobacco,100.0,123.358333333333,158.675,167.65,173.25,..,PH031400000
Bulacan,cpi_clothing_footwear,100.0,101.166666666667,103.808333333333,104.1,104.983333333333,..,PH031400000
Bulacan,cpi_housing_water_electricity_gas_other_fuels,100.0,101.966666666667,102.333333333333,105.083333333333,110.733333333333,..,PH031400000
Bulacan,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,100.791666666667,102.441666666667,102.3,103.2,..,PH031400000
Bulacan,cpi_health,100.0,104.183333333333,107.125,107.6,108.75,..,PH031400000
Bulacan,cpi_transport,100.0,100.141666666667,99.0833333333333,104.508333333333,117.841666666667,..,PH031400000
Bulacan,cpi_information_communication,100.0,100.0,100.15,100.3,100.425,..,PH031400000
Bulacan,cpi_recreation_sport_culture,100.0,101.658333333333,103.041666666667,103.5,104.2,..,PH031400000
Bulacan,cpi_education_services,100.0,98.4166666666667,98.1,98.1,97.85,..,PH031400000
Bulacan,cpi_restaurants_accommodation_services,100.0,100.858333333333,103.241666666667,104.6,105.216666666667,..,PH031400000
Bulacan,cpi_financial_services,100.0,100.0,100.0,132.475,143.3,..,PH031400000
Bulacan,cpi_personal_care_miscellaneous_goods_services,100.0,101.525,103.15,104.65,105.408333333333,..,PH031400000
Nueva Ecija,cpi_food_non-alcoholic_beverages,100.0,106.258333333333,110.683333333333,115.633333333333,121.708333333333,..,PH034900000
Nueva Ecija,cpi_alcoholic_beverages_tobacco,100.0,122.883333333333,158.5,188.75,230.083333333333,..,PH034900000
Nueva Ecija,cpi_clothing_footwear,100.0,100.8,101.9,102.975,109.025,..,PH034900000
Nueva Ecija,cpi_housing_water_electricity_gas_other_fuels,100.0,101.325,102.433333333333,101.641666666667,116.608333333333,..,PH034900000
Nueva Ecija,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,101.083333333333,102.583333333333,103.783333333333,105.691666666667,..,PH034900000
Nueva Ecija,cpi_health,100.0,101.108333333333,101.708333333333,101.941666666667,104.158333333333,..,PH034900000
Nueva Ecija,cpi_transport,100.0,99.2083333333333,97.4416666666667,110.45,128.366666666667,..,PH034900000
Nueva Ecija,cpi_information_communication,100.0,99.7,99.9583333333333,100.308333333333,100.333333333333,..,PH034900000
Nueva Ecija,cpi_recreation_sport_culture,100.0,101.05,101.275,101.191666666667,105.758333333333,..,PH034900000
Nueva Ecija,cpi_education_services,100.0,103.666666666667,106.166666666667,105.9,106.108333333333,..,PH034900000
Nueva Ecija,cpi_restaurants_accommodation_services,100.0,100.058333333333,99.85,101.958333333333,106.883333333333,..,PH034900000
Nueva Ecija,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH034900000
Nueva Ecija,cpi_personal_care_miscellaneous_goods_services,100.0,100.991666666667,102.441666666667,103.183333333333,106.65,..,PH034900000
Pampanga,cpi_food_non-alcoholic_beverages,100.0,101.808333333333,105.358333333333,113.366666666667,120.258333333333,..,PH035400000
Pampanga,cpi_alcoholic_beverages_tobacco,100.0,118.133333333333,146.116666666667,153.0,167.65,..,PH035400000
Pampanga,cpi_clothing_footwear,100.0,104.016666666667,105.95,105.316666666667,108.133333333333,..,PH035400000
Pampanga,cpi_housing_water_electricity_gas_other_fuels,100.0,102.791666666667,102.05,105.158333333333,116.241666666667,..,PH035400000
Pampanga,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,101.066666666667,103.95,105.008333333333,108.241666666667,..,PH035400000
Pampanga,cpi_health,100.0,101.983333333333,105.183333333333,113.433333333333,118.441666666667,..,PH035400000
Pampanga,cpi_transport,100.0,104.891666666667,103.241666666667,110.125,127.858333333333,..,PH035400000
Pampanga,cpi_information_communication,100.0,99.95,100.333333333333,101.308333333333,101.8,..,PH035400000
Pampanga,cpi_recreation_sport_culture,100.0,101.708333333333,103.0,104.175,106.891666666667,..,PH035400000
Pampanga,cpi_education_services,100.0,104.816666666667,107.891666666667,108.5,111.158333333333,..,PH035400000
Pampanga,cpi_restaurants_accommodation_services,100.0,105.4,107.025,110.841666666667,114.033333333333,..,PH035400000
Pampanga,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH035400000
Pampanga,cpi_personal_care_miscellaneous_goods_services,100.0,100.375,102.55,104.858333333333,111.908333333333,..,PH035400000
Tarlac,cpi_food_non-alcoholic_beverages,100.0,100.791666666667,105.2,109.291666666667,114.675,..,PH036900000
Tarlac,cpi_alcoholic_beverages_tobacco,100.0,120.283333333333,152.083333333333,167.258333333333,181.175,..,PH036900000
Tarlac,cpi_clothing_footwear,100.0,104.6,107.283333333333,110.533333333333,114.208333333333,..,PH036900000
Tarlac,cpi_housing_water_electricity_gas_other_fuels,100.0,105.058333333333,102.933333333333,106.508333333333,119.783333333333,..,PH036900000
Tarlac,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,107.325,111.0,116.766666666667,122.458333333333,..,PH036900000
Tarlac,cpi_health,100.0,105.033333333333,108.508333333333,114.433333333333,118.608333333333,..,PH036900000
Tarlac,cpi_transport,100.0,105.716666666667,107.75,125.108333333333,138.691666666667,..,PH036900000
Tarlac,cpi_information_communication,100.0,100.2,100.991666666667,103.816666666667,105.041666666667,..,PH036900000
Tarlac,cpi_recreation_sport_culture,100.0,106.2,107.9,110.0,117.066666666667,..,PH036900000
Tarlac,cpi_education_services,100.0,101.183333333333,100.683333333333,98.8833333333333,100.008333333333,..,PH036900000
Tarlac,cpi_restaurants_accommodation_services,100.0,101.725,102.508333333333,113.258333333333,114.65,..,PH036900000
Tarlac,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH036900000
Tarlac,cpi_personal_care_miscellaneous_goods_services,100.0,103.15,106.325,108.716666666667,112.508333333333,..,PH036900000
Zambales,cpi_food_non-alcoholic_beverages,100.0,102.066666666667,104.808333333333,110.916666666667,117.6,..,PH037100000
Zambales,cpi_alcoholic_beverages_tobacco,100.0,111.375,131.45,156.983333333333,171.033333333333,..,PH037100000
Zambales,cpi_clothing_footwear,100.0,104.766666666667,107.425,111.675,117.416666666667,..,PH037100000
Zambales,cpi_housing_water_electricity_gas_other_fuels,100.0,106.45,110.608333333333,116.858333333333,135.1,..,PH037100000
Zambales,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.583333333333,106.783333333333,112.175,116.858333333333,..,PH037100000
Zambales,cpi_health,100.0,105.508333333333,109.5,115.65,118.75,..,PH037100000
Zambales,cpi_transport,100.0,100.916666666667,99.9333333333333,107.416666666667,122.033333333333,..,PH037100000
Zambales,cpi_information_communication,100.0,100.825,101.841666666667,101.966666666667,102.483333333333,..,PH037100000
Zambales,cpi_recreation_sport_culture,100.0,105.266666666667,105.983333333333,106.716666666667,112.7,..,PH037100000
Zambales,cpi_education_services,100.0,104.983333333333,106.1,106.233333333333,107.041666666667,..,PH037100000
Zambales,cpi_restaurants_accommodation_services,100.0,101.775,107.1,115.566666666667,123.533333333333,..,PH037100000
Zambales,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH037100000
Zambales,cpi_personal_care_miscellaneous_goods_services,100.0,102.941666666667,106.45,111.783333333333,118.341666666667,..,PH037100000
Aurora,cpi_food_non-alcoholic_beverages,100.0,103.041666666667,107.366666666667,112.858333333333,118.916666666667,..,PH037700000
Aurora,cpi_alcoholic_beverages_tobacco,100.0,114.358333333333,132.0,148.658333333333,161.4,..,PH037700000
Aurora,cpi_clothing_footwear,100.0,105.666666666667,108.608333333333,114.316666666667,118.958333333333,..,PH037700000
Aurora,cpi_housing_water_electricity_gas_other_fuels,100.0,103.333333333333,104.183333333333,106.808333333333,122.508333333333,..,PH037700000
Aurora,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.916666666667,107.525,111.441666666667,115.016666666667,..,PH037700000
Aurora,cpi_health,100.0,103.233333333333,106.516666666667,115.308333333333,120.841666666667,..,PH037700000
Aurora,cpi_transport,100.0,105.0,101.525,107.375,127.241666666667,..,PH037700000
Aurora,cpi_information_communication,100.0,100.075,100.408333333333,100.791666666667,100.85,..,PH037700000
Aurora,cpi_recreation_sport_culture,100.0,104.608333333333,107.441666666667,111.725,118.241666666667,..,PH037700000
Aurora,cpi_education_services,100.0,101.15,101.4,103.6,109.8,..,PH037700000
Aurora,cpi_restaurants_accommodation_services,100.0,108.4,110.975,122.066666666667,131.108333333333,..,PH037700000
Aurora,cpi_financial_services,100.0,100.0,100.0,147.7,163.6,..,PH037700000
Aurora,cpi_personal_care_miscellaneous_goods_services,100.0,102.9,105.983333333333,109.066666666667,114.416666666667,..,PH037700000
Batangas,cpi_food_non-alcoholic_beverages,100.0,100.791666666667,104.533333333333,110.158333333333,116.791666666667,..,PH041000000
Batangas,cpi_alcoholic_beverages_tobacco,100.0,119.091666666667,139.4,159.625,172.608333333333,..,PH041000000
Batangas,cpi_clothing_footwear,100.0,102.858333333333,104.791666666667,105.516666666667,109.475,..,PH041000000
Batangas,cpi_housing_water_electricity_gas_other_fuels,100.0,103.508333333333,103.316666666667,105.525,114.741666666667,..,PH041000000
Batangas,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.608333333333,106.008333333333,108.541666666667,112.833333333333,..,PH041000000
Batangas,cpi_health,100.0,103.825,107.333333333333,112.9,119.05,..,PH041000000
Batangas,cpi_transport,100.0,101.758333333333,98.1583333333334,103.691666666667,120.491666666667,..,PH041000000
Batangas,cpi_information_communication,100.0,100.458333333333,102.1,102.466666666667,103.025,..,PH041000000
Batangas,cpi_recreation_sport_culture,100.0,101.383333333333,101.733333333333,101.858333333333,103.333333333333,..,PH041000000
Batangas,cpi_education_services,100.0,102.883333333333,105.433333333333,107.7,108.866666666667,..,PH041000000
Batangas,cpi_restaurants_accommodation_services,100.0,104.5,107.533333333333,115.533333333333,122.733333333333,..,PH041000000
Batangas,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH041000000
Batangas,cpi_personal_care_miscellaneous_goods_services,100.0,102.566666666667,104.866666666667,107.091666666667,109.316666666667,..,PH041000000
Cavite,cpi_food_non-alcoholic_beverages,100.0,102.758333333333,107.575,111.858333333333,116.9,..,PH042100000
Cavite,cpi_alcoholic_beverages_tobacco,100.0,109.325,121.216666666667,138.416666666667,151.458333333333,..,PH042100000
Cavite,cpi_clothing_footwear,100.0,103.641666666667,107.391666666667,110.141666666667,113.208333333333,..,PH042100000
Cavite,cpi_housing_water_electricity_gas_other_fuels,100.0,102.316666666667,104.383333333333,108.333333333333,113.2,..,PH042100000
Cavite,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,106.166666666667,112.433333333333,115.033333333333,118.391666666667,..,PH042100000
Cavite,cpi_health,100.0,108.791666666667,116.466666666667,124.841666666667,128.983333333333,..,PH042100000
Cavite,cpi_transport,100.0,100.541666666667,101.55,109.708333333333,120.683333333333,..,PH042100000
Cavite,cpi_information_communication,100.0,99.8666666666667,100.666666666667,102.533333333333,103.025,..,PH042100000
Cavite,cpi_recreation_sport_culture,100.0,104.133333333333,105.225,107.066666666667,109.891666666667,..,PH042100000
Cavite,cpi_education_services,100.0,103.1,105.066666666667,106.4,106.941666666667,..,PH042100000
Cavite,cpi_restaurants_accommodation_services,100.0,103.683333333333,105.541666666667,108.525,110.283333333333,..,PH042100000
Cavite,cpi_financial_services,100.0,100.0,100.0,115.975,121.3,..,PH042100000
Cavite,cpi_personal_care_miscellaneous_goods_services,100.0,103.975,106.583333333333,110.016666666667,113.216666666667,..,PH042100000
Laguna,cpi_food_non-alcoholic_beverages,100.0,102.058333333333,106.241666666667,112.458333333333,116.216666666667,..,PH043400000
Laguna,cpi_alcoholic_beverages_tobacco,100.0,114.475,132.883333333333,143.966666666667,156.341666666667,..,PH043400000
Laguna,cpi_clothing_footwear,100.0,100.316666666667,100.708333333333,101.358333333333,103.0,..,PH043400000
Laguna,cpi_housing_water_electricity_gas_other_fuels,100.0,99.6083333333334,97.2833333333334,98.9083333333334,103.516666666667,..,PH043400000
Laguna,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,100.783333333333,101.758333333333,103.141666666667,104.966666666667,..,PH043400000
Laguna,cpi_health,100.0,101.85,104.241666666667,107.816666666667,111.2,..,PH043400000
Laguna,cpi_transport,100.0,100.808333333333,108.425,121.308333333333,131.166666666667,..,PH043400000
Laguna,cpi_information_communication,100.0,100.0,100.125,100.2,100.475,..,PH043400000
Laguna,cpi_recreation_sport_culture,100.0,103.133333333333,102.8,101.516666666667,103.7,..,PH043400000
Laguna,cpi_education_services,100.0,101.45,102.7,104.266666666667,107.483333333333,..,PH043400000
Laguna,cpi_restaurants_accommodation_services,100.0,102.15,102.608333333333,107.083333333333,109.541666666667,..,PH043400000
Laguna,cpi_financial_services,100.0,100.0,100.0,134.2,145.6,..,PH043400000
Laguna,cpi_personal_care_miscellaneous_goods_services,100.0,101.675,103.933333333333,106.458333333333,109.683333333333,..,PH043400000
Quezon,cpi_food_non-alcoholic_beverages,100.0,100.65,102.858333333333,109.283333333333,111.725,..,PH045600000
Quezon,cpi_alcoholic_beverages_tobacco,100.0,119.483333333333,139.233333333333,156.25,165.391666666667,..,PH045600000
Quezon,cpi_clothing_footwear,100.0,101.541666666667,102.816666666667,105.2,107.475,..,PH045600000
Quezon,cpi_housing_water_electricity_gas_other_fuels,100.0,101.216666666667,100.358333333333,104.391666666667,115.708333333333,..,PH045600000
Quezon,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,100.966666666667,102.2,105.566666666667,109.016666666667,..,PH045600000
Quezon,cpi_health,100.0,100.725,103.316666666667,107.541666666667,113.983333333333,..,PH045600000
Quezon,cpi_transport,100.0,100.75,98.3083333333333,103.308333333333,127.091666666667,..,PH045600000
Quezon,cpi_information_communication,100.0,100.0,100.2,100.4,100.4,..,PH045600000
Quezon,cpi_recreation_sport_culture,100.0,106.583333333333,103.65,99.55,101.316666666667,..,PH045600000
Quezon,cpi_education_services,100.0,101.416666666667,102.4,104.333333333333,109.533333333333,..,PH045600000
Quezon,cpi_restaurants_accommodation_services,100.0,101.708333333333,103.25,104.725,106.683333333333,..,PH045600000
Quezon,cpi_financial_services,100.0,100.0,100.0,134.05,145.4,..,PH045600000
Quezon,cpi_personal_care_miscellaneous_goods_services,100.0,101.391666666667,103.483333333333,105.9,108.133333333333,..,PH045600000
Rizal,cpi_food_non-alcoholic_beverages,100.0,103.283333333333,107.533333333333,114.466666666667,121.666666666667,..,PH045800000
Rizal,cpi_alcoholic_beverages_tobacco,100.0,119.708333333333,136.45,153.733333333333,166.875,..,PH045800000
Rizal,cpi_clothing_footwear,100.0,103.241666666667,108.133333333333,109.125,110.85,..,PH045800000
Rizal,cpi_housing_water_electricity_gas_other_fuels,100.0,100.591666666667,99.5833333333333,101.0,107.291666666667,..,PH045800000
Rizal,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.791666666667,108.191666666667,109.433333333333,112.625,..,PH045800000
Rizal,cpi_health,100.0,104.741666666667,108.566666666667,112.15,115.65,..,PH045800000
Rizal,cpi_transport,100.0,99.1583333333333,103.75,116.491666666667,133.441666666667,..,PH045800000
Rizal,cpi_information_communication,100.0,100.033333333333,99.85,99.8,100.125,..,PH045800000
Rizal,cpi_recreation_sport_culture,100.0,106.366666666667,108.8,109.825,112.108333333333,..,PH045800000
Rizal,cpi_education_services,100.0,103.408333333333,105.133333333333,106.0,106.458333333333,..,PH045800000
Rizal,cpi_restaurants_accommodation_services,100.0,103.491666666667,105.541666666667,114.108333333333,120.783333333333,..,PH045800000
Rizal,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH045800000
Rizal,cpi_personal_care_miscellaneous_goods_services,100.0,103.708333333333,106.45,107.25,112.208333333333,..,PH045800000
Marinduque,cpi_food_non-alcoholic_beverages,100.0,100.908333333333,103.291666666667,106.741666666667,112.258333333333,..,PH174000000
Marinduque,cpi_alcoholic_beverages_tobacco,100.0,117.358333333333,136.5,153.075,162.891666666667,..,PH174000000
Marinduque,cpi_clothing_footwear,100.0,105.708333333333,111.591666666667,118.616666666667,124.416666666667,..,PH174000000
Marinduque,cpi_housing_water_electricity_gas_other_fuels,100.0,101.725,109.666666666667,113.633333333333,119.433333333333,..,PH174000000
Marinduque,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,108.466666666667,115.15,118.541666666667,122.3,..,PH174000000
Marinduque,cpi_health,100.0,109.066666666667,116.533333333333,119.841666666667,126.058333333333,..,PH174000000
Marinduque,cpi_transport,100.0,107.108333333333,123.733333333333,139.566666666667,147.883333333333,..,PH174000000
Marinduque,cpi_information_communication,100.0,101.816666666667,102.475,104.975,108.283333333333,..,PH174000000
Marinduque,cpi_recreation_sport_culture,100.0,107.25,111.9,112.641666666667,116.15,..,PH174000000
Marinduque,cpi_education_services,100.0,100.833333333333,101.133333333333,101.4,101.608333333333,..,PH174000000
Marinduque,cpi_restaurants_accommodation_services,100.0,115.166666666667,123.9,128.608333333333,131.866666666667,..,PH174000000
Marinduque,cpi_financial_services,100.0,100.0,100.0,138.925,151.9,..,PH174000000
Marinduque,cpi_personal_care_miscellaneous_goods_services,100.0,106.041666666667,109.325,114.633333333333,118.325,..,PH174000000
Occidental Mindoro,cpi_food_non-alcoholic_beverages,100.0,103.433333333333,106.95,113.408333333333,118.358333333333,..,PH175100000
Occidental Mindoro,cpi_alcoholic_beverages_tobacco,100.0,130.05,153.941666666667,172.158333333333,180.633333333333,..,PH175100000
Occidental Mindoro,cpi_clothing_footwear,100.0,103.241666666667,105.083333333333,108.258333333333,111.8,..,PH175100000
Occidental Mindoro,cpi_housing_water_electricity_gas_other_fuels,100.0,101.0,107.675,119.941666666667,124.991666666667,..,PH175100000
Occidental Mindoro,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.95,110.508333333333,115.216666666667,118.108333333333,..,PH175100000
Occidental Mindoro,cpi_health,100.0,108.458333333333,112.3,114.391666666667,116.358333333333,..,PH175100000
Occidental Mindoro,cpi_transport,100.0,102.8,101.991666666667,110.216666666667,127.441666666667,..,PH175100000
Occidental Mindoro,cpi_information_communication,100.0,101.75,102.591666666667,105.725,109.8,..,PH175100000
Occidental Mindoro,cpi_recreation_sport_culture,100.0,104.916666666667,110.25,117.55,121.55,..,PH175100000
Occidental Mindoro,cpi_education_services,100.0,101.691666666667,103.5,104.7,104.7,..,PH175100000
Occidental Mindoro,cpi_restaurants_accommodation_services,100.0,102.641666666667,105.066666666667,115.441666666667,123.766666666667,..,PH175100000
Occidental Mindoro,cpi_financial_services,100.0,100.0,100.0,147.325,163.1,..,PH175100000
Occidental Mindoro,cpi_personal_care_miscellaneous_goods_services,100.0,104.158333333333,107.641666666667,113.933333333333,119.058333333333,..,PH175100000
Oriental Mindoro,cpi_food_non-alcoholic_beverages,100.0,98.425,101.066666666667,106.791666666667,110.25,..,PH175200000
Oriental Mindoro,cpi_alcoholic_beverages_tobacco,100.0,125.75,165.675,180.983333333333,195.758333333333,..,PH175200000
Oriental Mindoro,cpi_clothing_footwear,100.0,103.316666666667,104.558333333333,107.225,110.975,..,PH175200000
Oriental Mindoro,cpi_housing_water_electricity_gas_other_fuels,100.0,116.675,131.475,132.916666666667,142.033333333333,..,PH175200000
Oriental Mindoro,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.341666666667,103.958333333333,104.808333333333,107.791666666667,..,PH175200000
Oriental Mindoro,cpi_health,100.0,109.775,122.433333333333,127.95,129.533333333333,..,PH175200000
Oriental Mindoro,cpi_transport,100.0,103.533333333333,105.891666666667,124.558333333333,141.658333333333,..,PH175200000
Oriental Mindoro,cpi_information_communication,100.0,100.7,101.15,101.725,102.108333333333,..,PH175200000
Oriental Mindoro,cpi_recreation_sport_culture,100.0,111.7,117.658333333333,118.125,116.716666666667,..,PH175200000
Oriental Mindoro,cpi_education_services,100.0,101.516666666667,102.925,103.9,104.691666666667,..,PH175200000
Oriental Mindoro,cpi_restaurants_accommodation_services,100.0,110.1,119.416666666667,119.0,127.05,..,PH175200000
Oriental Mindoro,cpi_financial_services,100.0,100.0,100.0,133.75,145.0,..,PH175200000
Oriental Mindoro,cpi_personal_care_miscellaneous_goods_services,100.0,104.283333333333,107.091666666667,109.158333333333,115.2,..,PH175200000
Palawan,cpi_food_non-alcoholic_beverages,100.0,101.225,101.133333333333,102.066666666667,113.208333333333,..,PH175300000
Palawan,cpi_alcoholic_beverages_tobacco,100.0,139.908333333333,166.283333333333,188.525,198.008333333333,..,PH175300000
Palawan,cpi_clothing_footwear,100.0,103.675,111.275,122.008333333333,130.033333333333,..,PH175300000
Palawan,cpi_housing_water_electricity_gas_other_fuels,100.0,101.433333333333,103.591666666667,105.091666666667,108.95,..,PH175300000
Palawan,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,105.283333333333,111.433333333333,116.616666666667,123.616666666667,..,PH175300000
Palawan,cpi_health,100.0,106.708333333333,120.775,127.091666666667,129.891666666667,..,PH175300000
Palawan,cpi_transport,100.0,106.958333333333,107.791666666667,111.233333333333,123.358333333333,..,PH175300000
Palawan,cpi_information_communication,100.0,100.1,100.891666666667,100.541666666667,99.5666666666667,..,PH175300000
Palawan,cpi_recreation_sport_culture,100.0,104.841666666667,113.358333333333,114.908333333333,121.891666666667,..,PH175300000
Palawan,cpi_education_services,100.0,104.883333333333,111.6,114.0,114.625,..,PH175300000
Palawan,cpi_restaurants_accommodation_services,100.0,109.508333333333,111.716666666667,114.241666666667,123.108333333333,..,PH175300000
Palawan,cpi_financial_services,100.0,100.0,100.0,129.625,139.5,..,PH175300000
Palawan,cpi_personal_care_miscellaneous_goods_services,100.0,103.975,109.933333333333,113.975,121.05,..,PH175300000
Romblon,cpi_food_non-alcoholic_beverages,100.0,102.6,105.291666666667,114.883333333333,118.841666666667,..,PH175900000
Romblon,cpi_alcoholic_beverages_tobacco,100.0,109.075,124.566666666667,143.758333333333,154.916666666667,..,PH175900000
Romblon,cpi_clothing_footwear,100.0,101.95,103.091666666667,107.866666666667,110.641666666667,..,PH175900000
Romblon,cpi_housing_water_electricity_gas_other_fuels,100.0,104.041666666667,106.891666666667,110.508333333333,112.466666666667,..,PH175900000
Romblon,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.308333333333,111.191666666667,117.491666666667,120.291666666667,..,PH175900000
Romblon,cpi_health,100.0,106.783333333333,111.966666666667,118.541666666667,121.808333333333,..,PH175900000
Romblon,cpi_transport,100.0,106.925,109.433333333333,122.966666666667,134.7,..,PH175900000
Romblon,cpi_information_communication,100.0,100.275,100.475,105.525,107.441666666667,..,PH175900000
Romblon,cpi_recreation_sport_culture,100.0,102.983333333333,103.0,106.525,108.666666666667,..,PH175900000
Romblon,cpi_education_services,100.0,100.0,100.0,101.0,101.5,..,PH175900000
Romblon,cpi_restaurants_accommodation_services,100.0,103.375,107.241666666667,116.45,119.616666666667,..,PH175900000
Romblon,cpi_financial_services,100.0,100.0,100.0,100.0,100.0,..,PH175900000
Romblon,cpi_personal_care_miscellaneous_goods_services,100.0,102.725,104.441666666667,107.225,109.733333333333,..,PH175900000
Albay,cpi_food_non-alcoholic_beverages,100.0,99.125,103.266666666667,108.841666666667,114.341666666667,..,PH050500000
Albay,cpi_alcoholic_beverages_tobacco,100.0,129.416666666667,156.175,181.775,189.091666666667,..,PH050500000
Albay,cpi_clothing_footwear,100.0,108.233333333333,114.575,118.191666666667,123.775,..,PH050500000
Albay,cpi_housing_water_electricity_gas_other_fuels,100.0,104.091666666667,112.491666666667,116.058333333333,122.85,..,PH050500000
Albay,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,107.15,112.683333333333,115.641666666667,121.275,..,PH050500000
Albay,cpi_health,100.0,109.675,117.116666666667,120.391666666667,122.716666666667,..,PH050500000
Albay,cpi_transport,100.0,103.35,121.466666666667,140.016666666667,151.541666666667,..,PH050500000
Albay,cpi_information_communication,100.0,101.583333333333,102.0,101.958333333333,103.508333333333,..,PH050500000
Albay,cpi_recreation_sport_culture,100.0,105.191666666667,108.325,111.65,113.925,..,PH050500000
Albay,cpi_education_services,100.0,111.583333333333,120.9,120.9,123.766666666667,..,PH050500000
Albay,cpi_restaurants_accommodation_services,100.0,107.475,110.125,114.75,117.425,..,PH050500000
Albay,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH050500000
Albay,cpi_personal_care_miscellaneous_goods_services,100.0,105.333333333333,109.141666666667,112.141666666667,115.083333333333,..,PH050500000
Camarines Norte,cpi_food_non-alcoholic_beverages,100.0,100.175,103.891666666667,107.75,110.75,..,PH051600000
Camarines Norte,cpi_alcoholic_beverages_tobacco,100.0,116.958333333333,140.116666666667,158.083333333333,165.583333333333,..,PH051600000
Camarines Norte,cpi_clothing_footwear,100.0,103.95,105.083333333333,106.0,107.958333333333,..,PH051600000
Camarines Norte,cpi_housing_water_electricity_gas_other_fuels,100.0,103.116666666667,101.208333333333,107.758333333333,116.716666666667,..,PH051600000
Camarines Norte,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,102.591666666667,105.491666666667,108.625,112.591666666667,..,PH051600000
Camarines Norte,cpi_health,100.0,107.825,114.308333333333,118.091666666667,120.783333333333,..,PH051600000
Camarines Norte,cpi_transport,100.0,103.991666666667,121.966666666667,142.116666666667,151.175,..,PH051600000
Camarines Norte,cpi_information_communication,100.0,100.358333333333,100.4,100.4,100.758333333333,..,PH051600000
Camarines Norte,cpi_recreation_sport_culture,100.0,103.475,104.608333333333,108.5,111.7,..,PH051600000
Camarines Norte,cpi_education_services,100.0,106.208333333333,109.0,109.0,109.166666666667,..,PH051600000
Camarines Norte,cpi_restaurants_accommodation_services,100.0,104.933333333333,106.2,119.366666666667,130.2,..,PH051600000
Camarines Norte,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH051600000
